policy,total_cost,downtime_hours,num_failures,num_pm,num_cbm_actions,num_inspections
RTF,75200.94640164106,35.33491066940177,3,0,0,0
RTF,69306.96468416395,25.51160780693992,3,0,0,0
RTF,74487.23095039098,34.145384917318275,3,0,0,0
RTF,91421.5244502012,32.369207417002016,4,0,0,0
RTF,47887.338002034085,19.812230003390134,2,0,0,0
RTF,86008.21928372972,53.347032139549526,3,0,0,0
RTF,92669.4979243619,34.44916320726983,4,0,0,0
RTF,95360.07519116216,38.93345865193694,4,0,0,0
RTF,75482.92112693132,35.80486854488555,3,0,0,0
RTF,73478.70589864155,32.464509831069236,3,0,0,0
RTF,52113.27492754087,26.855458212568116,2,0,0,0
RTF,81402.07993878458,45.670133231307624,3,0,0,0
RTF,84068.38795573931,50.113979926232176,3,0,0,0
RTF,58450.92318836773,37.4182053139462,2,0,0,0
RTF,99356.91303679008,45.59485506131679,4,0,0,0
RTF,97651.67386674129,42.75278977790213,4,0,0,0
RTF,72392.2866290219,30.65381104836981,3,0,0,0
RTF,51942.318306534944,26.570530510891572,2,0,0,0
RTF,71779.94273451938,29.633237890865637,3,0,0,0
RTF,101453.15076611406,49.08858461019012,4,0,0,0
RTF,46199.47361362318,16.999122689371966,2,0,0,0
RTF,98458.06906248917,44.0967817708153,4,0,0,0
RTF,80100.60195661586,43.50100326102644,3,0,0,0
RTF,93646.26130553661,36.077102175894346,4,0,0,0
RTF,70141.35963568835,26.902266059480567,3,0,0,0
RTF,65166.69244723032,18.611154078717213,3,0,0,0
RTF,80878.81354091036,44.79802256818392,3,0,0,0
RTF,48863.475686362224,21.439126143937038,2,0,0,0
RTF,96322.63479878653,40.537724664644216,4,0,0,0
RTF,69328.61645622653,25.547694093710877,3,0,0,0
RTF,90134.11525467262,30.223525424454373,4,0,0,0
RTF,101782.02627331417,49.63671045552365,4,0,0,0
RTF,25381.48022494169,12.302467041569484,1,0,0,0
RTF,74411.64665389252,34.01941108982085,3,0,0,0
RTF,75465.472669611,35.775787782685,3,0,0,0
RTF,103908.72560250864,53.1812093375144,4,0,0,0
RTF,72591.8319563175,30.98638659386252,3,0,0,0
RTF,54263.46823522481,30.43911372537469,2,0,0,0
RTF,101921.34003060975,49.868900051016254,4,0,0,0
RTF,52259.45620724766,27.0990936787461,2,0,0,0
RTF,50006.91289557924,23.344854825965392,2,0,0,0
RTF,23267.80359297235,8.779672654953915,1,0,0,0
RTF,57268.7950013899,35.44799166898317,2,0,0,0
RTF,106177.73423445059,56.962890390750985,4,0,0,0
RTF,75453.92166622139,35.756536110368984,3,0,0,0
RTF,71835.22735845737,29.725378930762286,3,0,0,0
RTF,101935.15046826556,49.89191744710928,4,0,0,0
RTF,103576.74572941745,52.627909549029084,4,0,0,0
RTF,120684.94046307247,81.14156743845412,4,0,0,0
RTF,70988.67221804612,28.314453696743527,3,0,0,0
RTF,120361.86643335749,50.60311072226245,5,0,0,0
RTF,47660.025411386945,19.433375685644915,2,0,0,0
RTF,24909.188533952525,11.51531422325421,1,0,0,0
RTF,78310.60796251125,40.51767993751876,3,0,0,0
RTF,52864.57998455613,28.107633307593545,2,0,0,0
RTF,78616.01410231364,41.02669017052274,3,0,0,0
RTF,103659.02544313131,52.765042405218836,4,0,0,0
RTF,62036.50166752898,43.394169445881644,2,0,0,0
RTF,70711.10278519549,27.851837975325807,3,0,0,0
RTF,123098.84700853575,55.16474501422624,5,0,0,0
RTF,48279.40223051686,20.465670384194773,2,0,0,0
RTF,73065.34879962655,31.775581332710903,3,0,0,0
RTF,47968.73830906811,19.94789718178019,2,0,0,0
RTF,101197.93374649991,48.663222910833184,4,0,0,0
RTF,57007.49738050134,35.012495634168914,2,0,0,0
RTF,72967.6175173627,31.612695862271146,3,0,0,0
RTF,58541.005450826146,37.56834241804357,2,0,0,0
RTF,85074.01834977359,51.79003058295598,3,0,0,0
RTF,24234.93769345793,10.391562822429883,1,0,0,0
RTF,89283.27516517442,28.80545860862403,4,0,0,0
RTF,95114.87667323285,38.52479445538806,4,0,0,0
RTF,76012.85562395814,36.68809270659688,3,0,0,0
RTF,71801.62836275503,29.669380604591716,3,0,0,0
RTF,54007.1295407254,30.011882567875666,2,0,0,0
RTF,52313.25803901978,27.188763398366305,2,0,0,0
RTF,76035.6770299713,36.7261283832855,3,0,0,0
RTF,46260.76147087747,17.101269118129117,2,0,0,0
RTF,51410.5103206637,25.68418386777283,2,0,0,0
RTF,93719.27402018753,36.19879003364587,4,0,0,0
RTF,101908.96115863809,49.84826859773014,4,0,0,0
RTF,51024.21085973026,25.04035143288376,2,0,0,0
RTF,130514.88989831058,67.5248164971843,5,0,0,0
RTF,75411.89856542698,35.68649760904497,3,0,0,0
RTF,44663.91602550713,14.439860042511896,2,0,0,0
RTF,48808.94387099455,21.348239784990923,2,0,0,0
RTF,79881.3035570282,43.13550592838033,3,0,0,0
RTF,75794.62450671829,36.32437417786382,3,0,0,0
RTF,49736.91019154413,22.894850319240216,2,0,0,0
RTF,100606.80230424125,47.67800384040211,4,0,0,0
RTF,53032.981621667044,28.388302702778397,2,0,0,0
RTF,78652.09576876447,41.086826281274135,3,0,0,0
RTF,90550.90150204994,60.91816917008322,3,0,0,0
RTF,68685.91585753541,24.47652642922568,3,0,0,0
RTF,73176.43884371087,31.960731406184777,3,0,0,0
RTF,114195.34655741695,70.3255775956949,4,0,0,0
RTF,72986.82311666082,31.644705194434692,3,0,0,0
RTF,106950.79469441436,58.25132449069062,4,0,0,0
RTF,46033.845238616246,16.723075397693737,2,0,0,0
RTF,128735.51474880846,64.55919124801412,5,0,0,0
RTF,48313.64045010155,20.522734083502584,2,0,0,0
RTF,111727.86312603124,66.21310521005205,4,0,0,0
RTF,95061.87480009903,38.43645800016505,4,0,0,0
RTF,71216.33107447617,28.69388512412696,3,0,0,0
RTF,95988.88160989962,39.98146934983269,4,0,0,0
RTF,50146.592374967535,23.577653958279228,2,0,0,0
RTF,46375.366773878144,17.292277956463572,2,0,0,0
RTF,77192.08401514057,38.6534733585676,3,0,0,0
RTF,97425.81328470218,42.37635547450363,4,0,0,0
RTF,45913.234734385325,16.522057890642206,2,0,0,0
RTF,104761.20675786043,54.60201126310071,4,0,0,0
RTF,53160.232844090104,28.600388073483504,2,0,0,0
RTF,59056.66275265934,38.427771254432216,2,0,0,0
RTF,68637.8889827159,24.396481637859836,3,0,0,0
RTF,123552.80314611114,55.921338576851866,5,0,0,0
RTF,60877.66856026629,41.46278093377716,2,0,0,0
RTF,71004.63812477232,28.34106354128719,3,0,0,0
RTF,107996.90720290702,59.99484533817836,4,0,0,0
RTF,80036.73967929713,43.39456613216187,3,0,0,0
RTF,52689.440548656494,27.81573424776083,2,0,0,0
RTF,51377.999431421194,25.629999052368657,2,0,0,0
RTF,77078.82767573447,38.464712792890786,3,0,0,0
RTF,78926.42699689447,41.54404499482412,3,0,0,0
RTF,72320.43347169847,30.534055786164117,3,0,0,0
RTF,74757.81862296438,34.59636437160728,3,0,0,0
RTF,45953.36785928189,16.58894643213648,2,0,0,0
RTF,68842.35088108623,24.737251468477034,3,0,0,0
RTF,74931.92769222296,34.88654615370495,3,0,0,0
RTF,79415.02435617778,42.35837392696297,3,0,0,0
RTF,159589.6903992778,85.98281733212971,6,0,0,0
RTF,59422.43232635906,39.03738721059843,2,0,0,0
RTF,72140.88366061606,30.23480610102679,3,0,0,0
RTF,71322.78025612276,28.871300426871265,3,0,0,0
RTF,93969.05300533016,36.61508834221696,4,0,0,0
RTF,101374.57364022802,48.95762273371334,4,0,0,0
RTF,46015.90319143186,16.69317198571978,2,0,0,0
RTF,71848.72794553565,29.747879909226086,3,0,0,0
RTF,69323.5620541905,25.53927009031749,3,0,0,0
RTF,120309.27403575805,50.51545672626339,5,0,0,0
RTF,100944.43351450731,48.24072252417886,4,0,0,0
RTF,78824.61286501394,41.37435477502325,3,0,0,0
RTF,117612.32357788456,46.020539296474254,5,0,0,0
RTF,47716.13337136066,19.526888952267758,2,0,0,0
RTF,72861.82858899795,31.43638098166324,3,0,0,0
RTF,49916.35368107738,23.193922801795637,2,0,0,0
RTF,47744.94178647664,19.57490297746106,2,0,0,0
RTF,109228.43180740578,62.0473863456763,4,0,0,0
RTF,99127.3775789236,45.21229596487266,4,0,0,0
RTF,106959.87054547871,58.26645090913121,4,0,0,0
RTF,79001.90588936364,41.66984314893939,3,0,0,0
RTF,98679.81097921927,44.46635163203213,4,0,0,0
RTF,74682.71851319897,34.47119752199827,3,0,0,0
RTF,94957.83668766328,38.263061146105464,4,0,0,0
RTF,49122.29043573333,21.870484059555558,2,0,0,0
RTF,75508.97915760665,35.84829859601109,3,0,0,0
RTF,69890.21052386973,26.48368420644953,3,0,0,0
RTF,81219.77189837093,45.36628649728489,3,0,0,0
RTF,69697.26316708195,26.16210527846994,3,0,0,0
RTF,101549.2814397241,49.248802399540175,4,0,0,0
RTF,105595.05065386489,55.99175108977482,4,0,0,0
RTF,71697.62114562855,29.496035242714264,3,0,0,0
RTF,81748.81551560428,46.24802585934047,3,0,0,0
RTF,105682.45562138829,56.13742603564715,4,0,0,0
RTF,44828.26635837632,14.713777263960532,2,0,0,0
RTF,56337.41857649897,33.89569762749827,2,0,0,0
RTF,95576.85615428578,39.29476025714297,4,0,0,0
RTF,98048.14289572675,43.41357149287793,4,0,0,0
RTF,78391.5932769941,40.652655461656835,3,0,0,0
RTF,102787.46136634711,51.31243561057852,4,0,0,0
RTF,48521.76742315775,20.869612371929577,2,0,0,0
RTF,55022.638592691656,31.704397654486083,2,0,0,0
RTF,44133.80989496103,13.556349824935054,2,0,0,0
RTF,72376.19958211349,30.62699930352249,3,0,0,0
RTF,93188.6305152782,35.31438419213035,4,0,0,0
RTF,53588.929607963335,29.314882679938897,2,0,0,0
RTF,77408.1666244723,39.013611040787154,3,0,0,0
RTF,47853.39474868359,19.75565791447265,2,0,0,0
RTF,51073.81598379735,25.12302663966225,2,0,0,0
RTF,98742.25510680962,44.57042517801604,4,0,0,0
RTF,124193.59395202789,56.989323253379844,5,0,0,0
RTF,116053.49439878241,43.42249066463735,5,0,0,0
RTF,69555.07720514275,25.925128675237904,3,0,0,0
RTF,94328.15411474576,37.21359019124293,4,0,0,0
RTF,76524.64037344222,37.54106728907037,3,0,0,0
RTF,73540.78398220915,32.56797330368192,3,0,0,0
RTF,122338.42636589534,53.897377276492215,5,0,0,0
RTF,44017.42840914746,13.362380681912438,2,0,0,0
RTF,70981.76569421127,28.302942823685427,3,0,0,0
RTF,45358.30796866643,15.597179947777382,2,0,0,0
RTF,106069.38392381562,56.7823065396927,4,0,0,0
RTF,27051.102858302813,15.085171430504687,1,0,0,0
RTF,132318.97002523538,70.53161670872561,5,0,0,0
RTF,77348.57764044718,38.914296067411954,3,0,0,0
RTF,50448.50328819887,24.08083881366479,2,0,0,0
RTF,83414.63579357378,49.024392989289616,3,0,0,0
RTF,97624.98760898554,42.70831268164254,4,0,0,0
RTF,73881.6657951247,33.13610965854116,3,0,0,0
RTF,54252.373065127606,30.420621775212673,2,0,0,0
RTF,123742.01881824988,56.23669803041647,5,0,0,0
RTF,74808.42925447326,34.6807154241221,3,0,0,0
RTF,101433.12721459573,49.05521202432625,4,0,0,0
RTF,131821.11162204877,69.70185270341462,5,0,0,0
RTF,107284.14768574346,58.80691280957241,4,0,0,0
RTF,60798.18812259333,41.330313537655556,2,0,0,0
RTF,97813.78807534216,43.022980125570285,4,0,0,0
RTF,44117.34572385314,13.528909539755238,2,0,0,0
RTF,80580.44078004503,44.300734633408375,3,0,0,0
RTF,77659.37044987893,39.43228408313155,3,0,0,0
RTF,48823.70450883079,21.37284084805132,2,0,0,0
RTF,48930.39387490016,21.550656458166934,2,0,0,0
RTF,50134.309703921695,23.55718283986949,2,0,0,0
RTF,91995.04200735097,33.325070012251615,4,0,0,0
RTF,82434.97675160294,47.391627919338234,3,0,0,0
RTF,100722.82879146808,47.87138131911347,4,0,0,0
RTF,59626.43012117169,39.37738353528614,2,0,0,0
RTF,44851.001458732426,14.751669097887374,2,0,0,0
RTF,25905.476430790477,13.175794051317464,1,0,0,0
RTF,48635.89502841563,21.05982504735939,2,0,0,0
RTF,69780.3350751396,26.300558458566,3,0,0,0
RTF,23035.824227043133,8.39304037840522,1,0,0,0
RTF,109053.27831299839,61.755463854997295,4,0,0,0
RTF,73912.17257148563,33.18695428580939,3,0,0,0
RTF,48274.82715983981,20.4580452663997,2,0,0,0
RTF,104006.48453645376,53.344140894089605,4,0,0,0
RTF,46782.02118445779,17.97003530742965,2,0,0,0
RTF,49237.897550235044,22.063162583725077,2,0,0,0
RTF,101806.46478491057,49.67744130818427,4,0,0,0
RTF,69671.46921020537,26.11911535034227,3,0,0,0
RTF,45271.52863413977,15.45254772356628,2,0,0,0
RTF,71269.3003048484,28.782167174747322,3,0,0,0
RTF,90750.21988032146,31.250366467202436,4,0,0,0
RTF,99284.74087155712,45.47456811926185,4,0,0,0
RTF,97702.91157154177,72.83818595256963,3,0,0,0
RTF,48506.55968231526,20.8442661371921,2,0,0,0
RTF,53474.26031900558,29.123767198342627,2,0,0,0
RTF,94649.7057147036,37.74950952450602,4,0,0,0
RTF,95930.76062122118,39.88460103536861,4,0,0,0
RTF,126126.76343940417,60.21127239900692,5,0,0,0
RTF,152793.13763748165,74.65522939580275,6,0,0,0
RTF,92574.28470317692,34.29047450529485,4,0,0,0
RTF,43707.72686975122,12.846211449585368,2,0,0,0
RTF,98794.89258340014,44.658154305666905,4,0,0,0
RTF,94825.83167416566,38.04305279027612,4,0,0,0
RTF,74161.27257978081,33.602120966301364,3,0,0,0
RTF,118277.86965420799,47.12978275701331,5,0,0,0
RTF,68813.43680877451,24.68906134795751,3,0,0,0
RTF,79034.01351860056,41.72335586433427,3,0,0,0
RTF,50030.01233982468,23.3833538997078,2,0,0,0
RTF,124525.16709841663,57.54194516402774,5,0,0,0
RTF,79775.89986052943,42.95983310088238,3,0,0,0
RTF,73082.82483023586,31.80470805039309,3,0,0,0
RTF,102909.4680251971,51.51578004199516,4,0,0,0
RTF,73921.29911839335,33.20216519732224,3,0,0,0
RTF,47249.66257650103,18.74943762750172,2,0,0,0
RTF,78070.68382372832,40.11780637288054,3,0,0,0
RTF,70409.04377554535,27.348406292575593,3,0,0,0
RTF,77642.53006275378,39.404216771256294,3,0,0,0
RTF,101093.04320111279,48.48840533518798,4,0,0,0
RTF,50924.00083883524,24.87333473139207,2,0,0,0
RTF,152190.00356884956,73.6500059480826,6,0,0,0
RTF,77460.81299622312,39.1013549937052,3,0,0,0
RTF,111769.46314857507,36.28243858095844,5,0,0,0
RTF,85315.60813281035,52.19268022135058,3,0,0,0
RTF,75424.959194245,35.70826532374167,3,0,0,0
RTF,72562.76102460368,30.937935041006135,3,0,0,0
RTF,128138.94264074459,63.56490440124098,5,0,0,0
RTF,46638.3524735016,17.730587455836,2,0,0,0
RTF,48193.74579940813,20.322909665680214,2,0,0,0
RTF,50479.7383314374,24.13289721906233,2,0,0,0
RTF,51216.30985407841,25.360516423464023,2,0,0,0
RTF,98495.63750391651,44.15939583986085,4,0,0,0
RTF,72240.40988224428,30.4006831370738,3,0,0,0
RTF,57026.02129390542,35.0433688231757,2,0,0,0
RTF,72536.51849869665,30.894197497827754,3,0,0,0
RTF,96811.69070746798,41.35281784577995,4,0,0,0
RTF,46898.516313164466,18.164193855274114,2,0,0,0
RTF,78007.57311384771,40.012621856412856,3,0,0,0
RTF,72463.76379179355,30.772939652989244,3,0,0,0
RTF,112611.20933947706,67.68534889912846,4,0,0,0
RTF,77437.85189562327,39.06308649270546,3,0,0,0
RTF,116182.22074163379,43.637034569389655,5,0,0,0
RTF,47397.32336463155,18.99553894105258,2,0,0,0
RTF,72814.08198635674,31.35680331059458,3,0,0,0
RTF,73644.71257527407,32.74118762545678,3,0,0,0
RTF,72291.87612833624,30.486460213893725,3,0,0,0
RTF,101812.65446515844,49.68775744193076,4,0,0,0
RTF,50475.10928746189,24.12518214576982,2,0,0,0
RTF,66784.17086730382,21.306951445506375,3,0,0,0
RTF,100703.02101668823,47.83836836114706,4,0,0,0
RTF,69617.06654079205,26.028444234653403,3,0,0,0
RTF,53078.26475926071,28.46377459876784,2,0,0,0
RTF,95811.51073591328,39.685851226522125,4,0,0,0
RTF,82579.1786124519,47.63196435408649,3,0,0,0
RTF,54703.02996762149,31.17171661270248,2,0,0,0
RTF,47231.87210547734,18.719786842462238,2,0,0,0
RTF,95108.5949118899,38.514324853149844,4,0,0,0
RTF,45351.251995017126,15.585419991695222,2,0,0,0
RTF,29211.078539244587,18.68513089874098,1,0,0,0
RTF,72206.7841340791,30.344640223465184,3,0,0,0
RTF,85720.48361148372,52.867472685806206,3,0,0,0
RTF,75095.57670593743,35.15929450989573,3,0,0,0
RTF,69686.21289889973,26.143688164832867,3,0,0,0
RTF,97390.84389055334,42.318073150922224,4,0,0,0
RTF,99680.40716878633,46.134011947977235,4,0,0,0
RTF,74349.76149371984,33.916269156199725,3,0,0,0
RTF,132985.6287328074,71.64271455467903,5,0,0,0
RTF,76913.82633643216,38.18971056072026,3,0,0,0
RTF,48574.556968088706,20.95759494681451,2,0,0,0
RTF,130671.58211166054,67.78597018610091,5,0,0,0
RTF,52506.91199635844,27.51151999393073,2,0,0,0
RTF,93703.83196048578,36.17305326747633,4,0,0,0
RTF,125341.69534051603,58.902825567526726,5,0,0,0
RTF,78304.63640839583,40.50772734732641,3,0,0,0
RTF,118424.89732289009,47.374828871483494,5,0,0,0
RTF,72177.81536986545,30.29635894977574,3,0,0,0
RTF,87344.62735622298,55.57437892703831,3,0,0,0
RTF,102192.1812505168,50.32030208419466,4,0,0,0
RTF,97064.53372973099,41.774222882884985,4,0,0,0
RTF,61407.89930588495,42.34649884314159,2,0,0,0
RTF,118859.2455083911,48.09874251398518,5,0,0,0
RTF,50225.16485821486,23.708608097024776,2,0,0,0
RTF,21999.958819313822,6.666598032189705,1,0,0,0
RTF,136809.24091402898,78.01540152338166,5,0,0,0
RTF,50958.73683129759,24.931228052162652,2,0,0,0
RTF,79345.62241917402,42.242704031956706,3,0,0,0
RTF,71469.74329185438,29.1162388197573,3,0,0,0
RTF,50329.889575082525,23.88314929180421,2,0,0,0
RTF,122261.9154597792,53.76985909963198,5,0,0,0
RTF,72113.5337034306,30.18922283905099,3,0,0,0
RTF,107784.08061591806,59.640134359863424,4,0,0,0
RTF,92220.01208048098,33.70002013413496,4,0,0,0
RTF,114283.71142461029,70.47285237435047,4,0,0,0
RTF,48848.27199326038,21.413786655433967,2,0,0,0
RTF,51089.602424555225,25.149337374258707,2,0,0,0
RTF,45990.48544428359,16.650809073805988,2,0,0,0
RTF,102459.27046047446,50.765450767457445,4,0,0,0
RTF,54578.6643040819,30.96444050680318,2,0,0,0
RTF,101090.45422536223,48.484090375603735,4,0,0,0
RTF,73724.0934128498,32.873489021416326,3,0,0,0
RTF,77131.11111171724,38.55185185286208,3,0,0,0
RTF,49539.09633442933,22.56516055738221,2,0,0,0
RTF,127041.0412202283,61.735068700380495,5,0,0,0
RTF,69765.9362012274,26.276560335379017,3,0,0,0
